"id","N","P","K","temperature","humidity","ph","rainfall","crop","crop_code","depto_code","id_depto","departamento_colombia","zona_vida","crop_code","crop","temperature_min","temperature_max","rainfall_min","rainfall_max"
1705,31,68,45,42.92325255,90.07600528,6.938313356,196.2408242,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1706,70,68,45,33.83508569,92.85470152,6.991626158,203.4044028,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1707,68,62,50,33.20258348,92.76437927,6.977700268,197.5282582,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1708,34,65,47,23.48546973,93.71043692,6.833768535,191.7760562,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1709,38,68,54,29.33710543,90.81781439,6.739170045,202.0572747,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1710,69,64,47,40.21199348,94.50766912,6.993473247000001,186.6762324,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1711,58,51,47,42.13473976,91.70445386,6.757470637000001,197.402901,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1712,59,47,53,32.86316618,91.4618874,6.8506632320000005,47.271547,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1713,44,64,54,29.80744318,91.38048469,6.74274935,232.7046126,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1714,56,57,48,31.56213762,93.0484859,6.506120752,63.62250788,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1715,69,60,54,36.32268069,93.06134398,6.98992719,141.1736926,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1716,56,58,49,37.13165026,94.60761797,6.69215564,172.47880619999995,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1717,49,55,53,38.4418717,93.63739039,6.544029776,77.71566883,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1718,38,51,52,32.66160599,90.78931681,6.927803911,78.85085502,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1719,54,65,47,27.92765919,91.55594211,6.721835879,149.91075569999995,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1720,57,57,51,39.01793345,91.48815629,6.99223441,105.8841531,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1721,39,52,53,32.51247398,94.65904123,6.704204398,51.07048113,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1722,58,67,45,38.72382798,91.72514851,6.702424548,62.62377075,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1723,61,64,52,43.30204933,92.83405443,6.641098708,110.562229,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1724,34,62,55,27.58548913,90.72526502,6.585346229,238.5008779,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1725,31,48,45,40.78881819,92.90951393,6.563134737,132.7923586,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1726,47,46,52,23.19451074,91.40301608,6.502289472999999,206.3999208,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1727,32,68,52,32.68067385,92.61715632,6.800321319,248.8592986,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1728,36,59,46,34.28879307,93.61082872,6.721130542999999,127.2509777,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1729,61,51,51,39.30050027,94.16193416,6.574677594,120.9512466,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1730,70,54,46,39.73149053,91.12220596,6.919342407,122.7628653,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1731,44,56,49,39.23342464,91.25589286,6.519779582999999,64.4478499,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1732,34,68,51,27.34734861,94.17756725,6.687088097999999,40.35153141,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1733,50,59,47,40.76998685,92.09278584,6.747975732,209.8678411,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1734,39,70,52,26.26559543,90.79668055,6.65149129,59.49373381,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1735,34,61,49,28.12971499,93.3210737,6.502675132,117.8201907,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1736,44,60,55,34.2804607,90.55561637,6.825371185,98.54047745,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1737,31,62,52,33.7960155,93.00754254,6.99104104,182.026807,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1738,65,62,51,31.53243779,90.87394933,6.5116248410000015,207.0735119,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1739,44,57,53,42.30495821,90.51431779,6.93172108,74.876786,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1740,50,47,48,24.63676897,90.61964344,6.712772332999999,218.2299187,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1741,43,50,48,28.28222883,91.37059792,6.63016515,179.27208069999998,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1742,60,46,53,24.48620746,92.98254537,6.761953186,183.49095,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1743,70,68,55,42.84609252,94.63548176,6.691202286,78.80996390000001,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1744,59,62,52,43.67549305,93.10887229,6.608667683999999,103.8235658,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1745,60,58,51,42.07213781,92.92203105,6.840802254,165.7412972,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1746,42,60,47,33.46873719,92.12746225,6.834808347999999,136.8277041,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1747,35,66,47,31.7018373,91.66232213,6.953439161,48.83810592,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1748,34,65,48,41.41968393,90.03863107,6.665024507999999,199.3096432,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1749,36,54,46,42.54744013,94.94482086,6.662875839,214.41038480000003,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1750,39,64,52,28.91842453,94.63676767,6.678695788,63.68794608,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1751,37,52,47,43.08022702,93.90305729,6.54277684,211.8529059,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1752,33,47,46,29.20300896,93.96834049,6.839443833,209.4083305,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1753,34,48,48,41.04224355,91.37258067,6.805277038,181.527598,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1754,49,54,50,25.62446619,93.18240298,6.762522087000001,97.26336657,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1755,40,65,49,35.32876402,91.06138506,6.678449317999999,163.9069365,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1756,68,52,49,24.42561272,92.27749066,6.577192175,63.35298768,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1757,50,46,52,31.18298415,90.21646909,6.734005647999999,54.01872359,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1758,65,63,50,31.88342554,91.3256535,6.524459342,79.27201575,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1759,40,49,47,42.93368602,91.1756748,6.501521192,246.36132680000003,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1760,42,53,48,23.11407669,94.31994776,6.758479569,231.5153161,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1761,49,55,51,24.87212063,93.90560147,6.676578778,135.16945249999998,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1762,59,62,49,43.36051537,93.35191636,6.941496806,114.778071,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1763,63,58,47,26.83054058,90.75379971,6.864143752,144.66564440000005,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1764,70,65,52,30.42012134,93.12659793,6.583528529,75.95295,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1765,63,50,52,28.64555584,93.22642604,6.751747609,115.8163936,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1766,40,64,47,32.50037548,93.47888842,6.893509446,71.73759526,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1767,63,58,50,43.03714283,94.6428898,6.720744449,41.5856585,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1768,45,58,49,30.10773379,90.34546355,6.827812549,75.24521981,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1769,66,69,47,23.69212243,93.61055571,6.912299695,87.53393983,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1770,54,67,52,35.67667332,93.30641944,6.586107335,141.3381168,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1771,69,67,52,27.71948962,94.43877142,6.827305908,82.83061083,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1772,67,68,49,35.26824831,92.38282957,6.821774589,149.8488208,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1773,45,57,47,23.16855863,90.78821158,6.656458831,161.68920930000004,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1774,56,50,52,33.08706051,92.25197542,6.770384816,88.1300769,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1775,70,50,53,37.4620912,90.44967809,6.933809742999999,172.3458448,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1776,44,47,45,38.73218907,94.73613484,6.579441304,218.142147,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1777,50,60,47,32.57720726,92.74889453,6.92791761,93.7942847,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1778,52,51,53,38.38231475,93.10378595,6.985804083,210.2735346,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1779,35,68,45,42.93605359,90.09448142,6.612429546,234.8466111,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1780,68,69,52,25.65492304,92.74501561,6.813383387000001,52.95477913,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1781,32,55,52,37.58899717,91.99740365,6.967759599999999,159.6577388,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1782,32,55,51,29.60718808,93.15642801,6.57398033,62.68710535,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1783,48,62,47,25.34756111,93.02871078,6.803094965,174.40123369999995,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1784,39,69,53,25.9300384,93.02357765,6.964955435,241.8202079,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1785,49,61,45,32.76795887,94.57377401,6.764213299,240.4795923,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1786,48,57,54,29.02328049,90.20396783,6.617703177999999,126.8069869,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1787,69,66,49,40.00439101,90.17015833,6.52711001,92.11877372,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1788,53,55,55,33.32315744,91.25271223,6.709668804,234.496633,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1789,38,61,52,31.22790131,94.94021378,6.620729882000001,46.44279118,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1790,57,64,55,26.68386496,92.9585411,6.583760498999999,62.50689682,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1791,51,57,55,24.70528368,90.14732171,6.6764073370000006,108.4103158,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1792,56,65,45,38.2016825,93.97379963,6.751298936,218.09088140000003,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1793,54,66,52,36.56769731,93.79503425,6.867554147000001,104.4218596,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1794,58,55,47,26.05375792,93.69111672,6.7424900270000006,240.6863901,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1795,68,70,54,31.29986342,92.76039164,6.986228647000001,54.77830202,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1796,42,59,55,40.10207731,94.35110201,6.979102243,149.1199989,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1797,43,64,47,38.58954491,91.58076549,6.8256647820000005,102.2708231,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1798,35,67,49,41.31330062,91.1508798,6.617066674,239.7427554,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1799,56,59,55,37.03551903,91.79430166,6.551892637999999,188.5181422,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1800,39,64,53,23.012401800000006,91.07355541,6.598860305,208.3357976,papaya,18,2,2,Cauca,X,18,papaya,22.0,32.0,1000.0,2000.0
1801,18,30,29,26.762749300000007,92.86056895,6.4200187170000005,224.5903664,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1802,37,23,28,25.61294367,94.3138837,5.7400545670000005,224.3206759,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1803,13,28,33,28.130115000000004,95.64807631,5.686972967000001,151.0761899,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1804,2,21,35,25.02887163,91.53720922,6.293662362999999,179.8248944,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1805,10,18,35,27.79797651,99.64573002,6.381975465,181.6942283,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1806,7,11,32,29.25902906,95.11294697,5.542169138999999,184.7624496,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1807,39,5,31,27.10134661,93.69979946,5.551963184,150.9502632,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1808,34,6,27,25.84726298,90.92669463,5.8607404810000014,147.8888994,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1809,31,30,29,26.58580443,90.98617591,5.558807063,178.8116076,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1810,25,7,35,28.38503882,99.18843684,5.55771171,189.67113490000003,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1811,16,18,26,28.43647052,91.81320717,5.568365926,145.54144130000003,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1812,26,10,33,28.27298134,96.93649473,6.07071786,198.8234862,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1813,27,8,32,27.00648436,96.46168931,5.627860548999998,144.3331315,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1814,37,18,30,27.63551259,99.34854917,6.38488418,157.91715369999997,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1815,19,15,34,26.29644905,99.65809151,5.6858890660000005,215.9195049,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1816,0,19,33,27.1326009,95.23797989,6.234458417000001,204.7206567,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1817,31,20,26,25.56567803,97.61361544,6.443168642000001,199.7936345,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1818,9,17,32,25.94951662,93.40548703,5.842317989,172.0540491,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1819,22,11,29,28.03380598,95.01630593,5.955742971,218.0055713,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1820,31,6,26,29.12859129,91.30924833,5.741367375,157.2388553,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1821,34,6,30,27.0828252,97.00155491,5.948342571,171.7575545,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1822,24,6,32,28.11321494,90.01734526,6.387067562,172.48136409999995,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1823,1,8,26,27.5136304,94.18955816,5.562911913,156.6732553,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1824,31,13,33,27.63834933,95.48763389,5.85971872,205.5463111,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1825,10,9,28,29.01256899,94.01014388,6.282955072999999,150.05003119999995,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1826,36,27,26,26.58413917,95.78923137,6.25449571,171.6262299,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1827,38,24,33,28.28905147,97.00396405,5.973853124,142.9403233,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1828,11,6,25,28.69164799,96.65248672,6.081568052000001,178.9635457,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1829,16,14,30,29.70931288,96.30484325,6.37466756,209.84539930000005,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1830,33,14,35,27.14865285,96.66355213,6.027707171,149.2433497,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1831,16,6,29,29.28725038,91.95614918,5.868285082000001,132.1491176,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1832,32,11,31,25.06871967,93.31410447,6.205931637999999,134.84190690000003,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1833,38,14,30,26.92449525,91.20106019,5.5707453860000005,194.9022136,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1834,8,6,33,28.27804288,93.64761266,6.095261012999999,171.9457959,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1835,23,6,33,29.18032562,92.73041222,6.025789594,204.9603677,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1836,29,25,35,28.3575072,91.64509299,5.542873799,160.73069909999995,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1837,24,14,33,29.38072512,93.27565685,6.366219551,218.5241851,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1838,32,12,30,25.39241091,98.08951196,5.579845008,218.080385,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1839,30,25,31,26.31270635,98.62048026,5.804965067,208.1181381,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1840,14,21,35,29.52501367,91.91185319,6.121005506,194.3100272,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1841,27,22,29,28.83214859,92.17170353,6.000248647,145.41723869999996,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1842,40,5,29,28.48444906,97.76865458,5.820978791,160.389421,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1843,17,11,32,28.74013335,93.39676499,5.620733794,156.76508230000005,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1844,30,30,35,25.00872392,95.59224018,6.001936419,165.8092179,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1845,28,10,30,29.8690834,91.14723422,6.305740522000001,192.7678575,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1846,39,7,29,27.54273211,94.59086121,6.362544111,150.2012138,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1847,32,20,35,26.52166434,98.38227669,5.588655387,144.6261698,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1848,7,15,32,25.03512351,95.89739958,6.182232762000001,174.796583,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1849,29,17,29,29.20394909,95.66997327,5.959493188,211.2506267,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1850,34,15,34,27.05826457,91.10510371,5.677282677999999,224.70069530000004,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1851,14,23,25,26.18552389,96.96637916,5.6121227970000005,135.4186222,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1852,18,19,29,27.59376845,92.48519606,6.206077742000001,162.8432736,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1853,7,21,35,25.76011662,94.65830608,5.764812076,131.24514140000002,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1854,24,27,34,28.87862994,95.11320315,6.203376525,145.0583117,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1855,39,29,29,26.50908611,94.48414544,6.143662699,199.8778403,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1856,29,8,28,26.87037587,91.72546257,6.100429497,214.4128874,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1857,10,24,27,27.57283516,94.90485697,5.7084096010000005,145.9298935,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1858,0,29,32,28.05912437,98.3670985,5.868255858,171.65163959999995,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1859,32,11,31,29.51611558,92.56492864,6.461225827000001,131.2116167,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1860,37,10,32,28.96318258,95.16333673,6.165084855,222.803013,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1861,20,29,27,25.09897688,92.36099489,6.047044342,157.7592626,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1862,31,29,35,27.1872282,92.19906776,6.137102505,141.3220576,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1863,17,30,27,29.03065024,90.79093862,5.894027065,205.5720367,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1864,1,12,30,27.754298,95.94643831,5.56222383,131.09000759999998,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1865,6,13,29,27.31155708,99.96906006,5.832608027999999,201.8258633,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1866,15,28,32,28.84270971,99.64328526,6.2185718739999984,224.4016682,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1867,27,24,29,26.61423461,96.97300803,6.142010637,191.006688,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1868,3,23,30,29.70143197,95.65754365,6.078807239,215.1968037,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1869,8,26,26,25.54759871,91.64194826,5.702484758,212.867626,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1870,20,28,26,26.37978453,91.49882979,5.547594847,167.0470997,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1871,26,18,27,27.45907759,92.90736493,5.836075368,142.1430003,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1872,1,6,35,27.02269204,95.71935435,6.231662767,147.16824590000004,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1873,27,30,31,28.98545306,90.73966792,5.718120393,148.8398374,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1874,23,7,34,26.1055118,91.52421214,5.852038202,134.1279669,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1875,0,26,31,25.0707247,95.02156793,5.547933273,192.9036306,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1876,38,6,25,25.54963273,96.92786777,6.156259104,191.2996157,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1877,25,12,26,28.56973521,95.67906668,6.436314406,134.83703480000003,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1878,40,5,32,26.07010807,96.7036223,5.981169595,143.533473,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1879,0,19,31,25.51791333,94.38420565,6.271952832999999,178.7297725,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1880,26,9,32,25.9490364,94.73860514,6.470465614,144.15711090000005,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1881,35,30,34,28.2974764,95.41122824,6.141502001,182.4482352,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1882,19,30,30,29.56549169,91.40896307,5.826381164,224.83157290000003,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1883,31,13,33,29.69952329,95.21224392,6.342463714,148.30036919999995,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1884,17,29,26,26.14162144,93.28415295,6.071897347,195.4115025,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1885,2,30,30,26.00175125,94.79998418,6.331051715,209.540094,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1886,30,13,25,27.15116142,91.48889469,6.413184638,164.9182225,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1887,8,15,33,28.97318719,98.09861043,5.50158009,213.9011021,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
1888,18,12,35,26.13958446,96.38580769,6.338720873,131.3387935,coconut,19,11,11,Magdalena,X,19,coconut,20.0,32.0,1000.0,3000.0
